SPECIES,Sp_Rel_Code,Q1,W1,Q2,Relationship,AveDIST,Colony.Specific.Foraging.Distance,Col.All_Summer_Flower_Cover_Prop,Col.Worker_Preferred_Summer_Flower_Cover_Prop,Col.All_Spring_Flower_Cover_Prop,Col.Queen_Visited_Spring_Flower_Cover_Prop,Col.Spring_Plus_Summer_Flower_Cover_Prop,Col.Arable,Col.Mixed.Vegetation,Col.Nesting_high,250.All_Summer_Flower_Cover_Prop,250.Worker_Preferred_Summer_Flower_Cover_Prop,250.All_Spring_Flower_Cover_Prop,250.Queen_Visited_Spring_Flower_Cover_Prop,250.Spring_Plus_Summer_Flower_Cover_Prop,250.Arable,250.Mixed.Vegetation,250.Nesting_high,500.All_Summer_Flower_Cover_Prop,500.Worker_Preferred_Summer_Flower_Cover_Prop,500.All_Spring_Flower_Cover_Prop,500.Queen_Visited_Spring_Flower_Cover_Prop,500.Spring_Plus_Summer_Flower_Cover_Prop,500.Arable,500.Mixed.Vegetation,500.Nesting_high,1000.All_Summer_Flower_Cover_Prop,1000.Worker_Preferred_Summer_Flower_Cover_Prop,1000.All_Spring_Flower_Cover_Prop,1000.Queen_Visited_Spring_Flower_Cover_Prop,1000.Spring_Plus_Summer_Flower_Cover_Prop,1000.Arable,1000.Mixed.Vegetation,1000.Nesting_high
Blap,Blap_4,0,3,1,Workers 2011 to sister Queens 2012,1480.89,386.333333,0.737786,0.033197,0.526806,0.474443,0.50764,0.469427,0.128484,0.225648,0.720353,0.034534,0.379386,0.326305,0.360839,0.292793,0.112803,0.371191,0.731586,0.031003,0.558198,0.509233,0.540236,0.535253,0.138994,0.174173,0.551873,0.019688,0.401729,0.366148,0.385836,0.716854,0.104314,0.122748
Blap,Blap_28,0,7,1,Workers 2011 to sister Queens 2012,634.94,421.8571429,0.742018878,0.031131797,0.530647912,0.486317971,0.517449768,0.542002957,0.138654462,0.172610498,0.780368667,0.021458351,0.552008336,0.503512095,0.524970446,0.506073403,0.092060545,0.200949544,0.723305912,0.031495786,0.532097449,0.485850711,0.517346497,0.565246016,0.150793159,0.148363786,0.546476221,0.017929839,0.364873052,0.32940429,0.347334129,0.720443358,0.10255977,0.115765694
Blap,Blap_32,0,5,1,Workers 2011 to sister Queens 2012,855.05,328.2,0.168982452,0.021859915,0.185845102,0.093523658,0.115383573,0.820865653,0.064918879,0.176285251,0.101182673,0.012397425,0.155602933,0.112044466,0.124441891,0.871719261,0.067062059,0.170722646,0.287149077,0.031113804,0.23776658,0.074286938,0.105400742,0.728209896,0.088451234,0.141027854,0.391504413,0.016620343,0.262344644,0.085742728,0.102363071,0.639035581,0.088617966,0.193962294
Blap,Blap_51,0,4,1,Workers 2011 to sister Queens 2012,1297.32,363.75,0.740226134,0.030941293,0.484851579,0.431375621,0.462316914,0.460356313,0.157120844,0.20026,0.767066441,0.019031337,0.507341989,0.450914748,0.469946085,0.458951316,0.117173201,0.215443036,0.704025793,0.032539026,0.487771241,0.431221598,0.463760624,0.514469666,0.172154526,0.153489842,0.547482141,0.018363877,0.35201597,0.31618122,0.334545097,0.718349531,0.101513769,0.122449814
Blap,Blap_102,0,1,1,Workers 2011 to sister Queens 2012,1177.53,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_130,0,5,1,Workers 2011 to sister Queens 2012,733.75,708.8,0.665487966,0.028917368,0.420329141,0.361321651,0.390239019,0.620847795,0.153343843,0.117383682,0.783672468,0.017042068,0.562780827,0.511370345,0.528412413,0.537301798,0.116651827,0.149234731,0.698737635,0.031777209,0.467623264,0.414117297,0.445894506,0.53337369,0.17086395,0.142044937,0.544818364,0.017704049,0.342054298,0.306248021,0.32395207,0.71347516,0.100753404,0.119880769
Blap,Blap_156,0,2,1,Workers 2011 to sister Queens 2012,196.42,364.5,0.711285238,0.010605171,0.667730825,0.655675415,0.666280586,0.860808372,0.059616958,0.080854583,0.803755016,0.00546551,0.753689058,0.740533843,0.745999353,0.881550646,0.069952168,0.029966746,0.619827781,0.008465973,0.59500882,0.584084222,0.592550195,0.800866497,0.051407308,0.105949469,0.324110933,0.008621625,0.383652641,0.374970448,0.383592073,0.558758269,0.049272436,0.122056981
Blap,Blap_161,0,2,1,Workers 2011 to sister Queens 2012,1143.55,45,0.629598399,0.139600532,0.149073425,0.034102416,0.173702948,0,0.997146657,0,0.622596959,0.062753589,0.311464316,0.1733625,0.236116089,0.156074711,0.464398543,0.085694159,0.681898272,0.034949404,0.326491357,0.219368602,0.254318006,0.434540265,0.221918641,0.163767958,0.523276472,0.019810963,0.291422993,0.241183527,0.26099449,0.670412154,0.100803705,0.125183116
Blap,Blap_170,0,4,1,Workers 2011 to sister Queens 2012,673.25,586.25,0.738531991,0.01945078,0.745092407,0.732986707,0.752437487,0.800144588,0.072574498,0.060755354,0.941229568,0.030994195,0.869816276,0.847930347,0.878924542,0.855659953,0.087385592,0.039027056,0.752916173,0.022985348,0.78966331,0.777196337,0.800181685,0.842144422,0.076620529,0.038919329,0.58380966,0.013358928,0.593479285,0.574122796,0.587481724,0.724201907,0.066389721,0.123323093
Blap,Blap_180,0,6,1,Workers 2011 to sister Queens 2012,2056.13,328.1666667,0.866568088,0.219641031,0.473663845,0.071107992,0.290749023,0.35268421,0.024480033,0.964837719,0.844935275,0.23720163,0.44490066,0.034340459,0.271542089,0.323652626,0.036629799,0.955275734,0.876835131,0.188561805,0.518263639,0.107616264,0.296178069,0.387620395,0.060664568,0.803999647,0.642159778,0.097113958,0.436140531,0.082110756,0.179224714,0.506690878,0.044847654,0.486832965
Blap,Blap_191,0,3,1,Workers 2011 to sister Queens 2012,527.46,1004.333333,0.375440866,0.017749225,0.29238692,0.092844153,0.110593378,0.639865062,0.085309434,0.218468188,0.446615438,0.014833384,0.443408772,0.113285043,0.128118427,0.911118803,0.03749982,0.010570431,0.231221048,0.022471478,0.249406294,0.094559594,0.117031072,0.858724925,0.052147602,0.07442619,0.373480949,0.017721619,0.291521818,0.092448083,0.110169702,0.640434065,0.085059382,0.217159607
Blap,Blap_205,0,2,1,Workers 2011 to sister Queens 2012,640.94,256,0.9108601,0.047710862,0.832409363,0.826682675,0.874393537,0.850187966,0.088829665,0.028809942,0.913523121,0.048801326,0.833622154,0.82854806,0.877349386,0.852496548,0.09074397,0.027695784,0.786414465,0.025073665,0.661629038,0.644141967,0.669215632,0.760933958,0.087812108,0.154738277,0.527239001,0.015385408,0.438872973,0.410468256,0.425853664,0.726231644,0.096375533,0.096745072
Blap,Blap_211,0,1,1,Workers 2011 to sister Queens 2012,2689.61,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_230,0,1,1,Workers 2011 to sister Queens 2012,1741.04,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_231,0,1,1,Workers 2011 to sister Queens 2012,1065.33,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_274,0,5,1,Workers 2011 to sister Queens 2012,680.08,742,0.486886485,0.208544902,0.196996383,0.035764634,0.244309536,0.094427666,0.030484135,0.63303624,0.582408014,0.230216557,0.187749244,0.004656519,0.234873076,0,0.020654765,0.720497321,0.528591485,0.254105975,0.160639407,0.006971422,0.261077397,0,0.031281056,0.697058864,0.514560551,0.159392214,0.27565614,0.054068439,0.213460653,0.234498009,0.031053861,0.588025157
Blap,Blap_323,0,1,1,Workers 2011 to sister Queens 2012,1072.19,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_397,0,1,1,Workers 2011 to sister Queens 2012,2354.68,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_402,0,1,1,Workers 2011 to sister Queens 2012,320.66,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_411,0,6,1,Workers 2011 to sister Queens 2012,1008.65,202.1666667,0.933543805,0.088402259,0.674422899,0.008585239,0.096987498,0.733213136,0.101991893,0.470733069,0.931850996,0.083159063,0.673899035,0.007048896,0.090207959,0.74540201,0.076353358,0.508118413,0.935348636,0.090906141,0.663335381,0.021477772,0.112383913,0.702102298,0.054452847,0.512175901,0.630807784,0.070046692,0.448289836,0.080305422,0.150352114,0.557923337,0.050661871,0.373673722
Blap,Blap_444,0,1,1,Workers 2011 to sister Queens 2012,664.65,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_453,0,1,1,Workers 2011 to sister Queens 2012,2097.88,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_460,0,2,1,Workers 2011 to sister Queens 2012,2307.06,1073,0.406158415,0.019299435,0.346030644,0.111557462,0.130856897,0.619804637,0.067581186,0.275445513,0.489385247,0,0.405312668,0.020978582,0.020978582,0.948849332,0.013678493,0.01806318,0.280060813,0.007837424,0.281592037,0.074457688,0.082295112,0.824136435,0.029912363,0.079559435,0.37773602,0.019689422,0.329046187,0.102055901,0.121745323,0.634848947,0.062937117,0.26917574
Blap,Blap_484,0,1,1,Workers 2011 to sister Queens 2012,56.04,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_491,0,2,1,Workers 2011 to sister Queens 2012,1214.69,752.5,0.526035624,0.025325364,0.208761049,0.150785003,0.176110367,0.608811757,0.107999423,0.071956406,0.732198388,0.002791624,0.125641658,0.11584562,0.118637244,0.919600116,0.041067393,0,0.579508898,0.005052722,0.156294411,0.140665436,0.145718158,0.863586359,0.05496169,0.000140658,0.459862216,0.028461822,0.197683103,0.133852348,0.16231417,0.513605717,0.099913866,0.13764552
Blap,Blap_497,0,1,2,Workers 2011 to sister Queens 2012,1330.95,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_508,0,1,1,Workers 2011 to sister Queens 2012,620.9,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_532,0,1,1,Workers 2011 to sister Queens 2012,3278,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_537,0,1,1,Workers 2011 to sister Queens 2012,1631.78,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_551,0,1,1,Workers 2011 to sister Queens 2012,1220.24,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_559,0,1,1,Workers 2011 to sister Queens 2012,1327.23,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_565,0,8,1,Workers 2011 to sister Queens 2012,225.46,487.25,0.366376706,0.02492838,0.23677392,0.013253322,0.038181702,0.370017754,0.028606757,0.257497854,0.501737371,0.002629398,0.391850656,0.006569914,0.009199312,0.702211121,0.041455795,0.277653265,0.369811773,0.025523566,0.233799251,0.013486525,0.039010091,0.367466918,0.028416809,0.256207959,0.354274096,0.024616778,0.154186557,0.040836995,0.065453773,0.354022896,0.026330572,0.178042215
Blap,Blap_649,0,1,1,Workers 2011 to sister Queens 2012,1868.33,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_701,0,2,0,Workers 2011 only ,  NA,436,0.722615546,0.029170988,0.558497239,0.506419235,0.535590223,0.492092294,0.105768372,0.21640477,0.709856988,0.039264534,0.39048647,0.349193634,0.388458168,0.319378774,0.102507612,0.410879163,0.724824114,0.027797445,0.579043705,0.529711622,0.557509067,0.521934931,0.108225352,0.191266829,0.561832254,0.020715162,0.442828741,0.406255631,0.426970793,0.685546191,0.102350187,0.130539398
Blap,Blap_702,0,5,0,Workers 2011 only ,  NA,340.2,0.179057561,0.027898987,0.183105769,0.089854007,0.117752994,0.793074279,0.0741482,0.189353097,0.088680394,0.01178265,0.146516172,0.112477438,0.124260088,0.867811707,0.066038828,0.189746374,0.291036208,0.031444719,0.23723357,0.07351696,0.104961679,0.721368279,0.090752177,0.143139714,0.393129332,0.016699371,0.261315542,0.085176414,0.101875785,0.639384762,0.088424761,0.192740205
Blap,Blap_703,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_704,0,4,0,Workers 2011 only ,  NA,696.25,0.500910449,0.023064595,0.157045381,0.077512638,0.100577233,0.591169926,0.142204239,0.144157296,0.699025985,0.050172972,0.21545744,0.020677105,0.070850077,0.568764477,0.283456207,0.153057406,0.518945773,0.03333001,0.129309195,0.039253123,0.072583133,0.591497906,0.210336545,0.166867924,0.457543134,0.017001084,0.23043235,0.117386453,0.134387537,0.611514573,0.090360145,0.150576826
Blap,Blap_705,0,4,0,Workers 2011 only ,  NA,431.75,0.337844188,0.044046118,0.160553878,0.031476511,0.075522629,0.390193015,0.255663636,0.188683527,0.315532549,0.049978165,0.145683352,0.03464645,0.084624615,0.377731427,0.248474443,0.159375868,0.343935686,0.043064223,0.151869451,0.03615507,0.079219293,0.409286899,0.238486217,0.203871899,0.495036095,0.022243076,0.303283741,0.215991253,0.238234329,0.618613206,0.090519776,0.16571443
Blap,Blap_706,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_707,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_708,0,2,0,Workers 2011 only ,  NA,720.5,0.549031093,0.020489056,0.158871367,0.092302892,0.112791948,0.639966023,0.116189951,0.103761853,0.822003714,0.001034966,0.034165089,0.015550396,0.016585362,0.938843704,0.012585248,0,0.751022124,0.018079388,0.154814993,0.093763861,0.111843249,0.705140131,0.129010333,0.032086913,0.456401812,0.023601987,0.197292186,0.103343033,0.12694502,0.533799622,0.091116082,0.184139427
Blap,Blap_709,0,2,0,Workers 2011 only ,  NA,1004,0.334110883,0.014748414,0.295244122,0.128534004,0.143282418,0.601146919,0.032495676,0.300042449,0.100414853,0.040603949,0.0346871,0.006727616,0.047331565,0.103818414,0.03454126,0.747223311,0.211214275,0.025656944,0.132643227,0.010490382,0.036147326,0.296403271,0.03084212,0.435837026,0.33382966,0.014773324,0.294428534,0.127488352,0.142261676,0.600392435,0.03247548,0.300468504
Blap,Blap_710,0,2,0,Workers 2011 only ,  NA,637.5,0.519218992,0.028448693,0.405612635,0.354700403,0.383149096,0.488839096,0.116304095,0.204754201,0.411886733,0.00397588,0.354532023,0.294324365,0.298300245,0.243658421,0.057291611,0.34175369,0.484032598,0.019238575,0.36671457,0.317357146,0.336595721,0.414774325,0.084350049,0.279083101,0.554671165,0.02186109,0.452227023,0.395335605,0.417196695,0.620429875,0.091487984,0.164761572
Blap,Blap_711,0,8,0,Workers 2011 only ,  NA,258.125,0.097403803,0.045928987,0.023327289,0.016792476,0.062721463,0,0.017257879,0.458981727,0.096615556,0.04652578,0.022840276,0.016526672,0.063052452,0,0.017741556,0.45417964,0.177610542,0.036821238,0.108337003,0.075973033,0.112794271,0.115494066,0.023787539,0.520281689,0.344402862,0.013102819,0.324282609,0.206243283,0.219346102,0.628985337,0.02872851,0.353135504
Blap,Blap_712,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_713,0,3,0,Workers 2011 only ,  NA,362,0.283541736,0.027818327,0.138862378,0.048109319,0.075927646,0.247602501,0.163022438,0.273432569,0.252159381,0.02936262,0.149042536,0.048318216,0.077680836,0.147274061,0.162801216,0.330218633,0.372547318,0.032275309,0.201931217,0.110344568,0.142619877,0.368386217,0.184354251,0.231394879,0.526141082,0.023816539,0.36224224,0.28793084,0.311747379,0.620153339,0.090239766,0.176336164
Blap,Blap_714,0,3,0,Workers 2011 only ,  NA,456.3333333,0.599438712,0.037440383,0.365756214,0.266311948,0.303752331,0.289803082,0.226332132,0.234719205,0.528998539,0.023971253,0.194035089,0.075211334,0.099182587,0.012091961,0.226871617,0.394321553,0.620825164,0.040692819,0.39500956,0.297934376,0.338627195,0.34138924,0.224835353,0.205058603,0.56104613,0.020001422,0.366150772,0.316593376,0.336594798,0.687067117,0.098915991,0.134263677
Blap,Blap_715,0,4,0,Workers 2011 only ,  NA,455.75,0.342427188,0.021160173,0.215878312,0.155077983,0.176238156,0.386852274,0.112784745,0.270646703,0.167760242,0.008900976,0.138000253,0.052822665,0.061723641,0.181711917,0.077510684,0.327313687,0.362422057,0.024774072,0.229130955,0.167657661,0.192431733,0.405736258,0.125038293,0.258047206,0.523209758,0.022243239,0.388083602,0.317355704,0.339598943,0.614799146,0.088467299,0.179093839
Blap,Blap_716,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_717,0,2,0,Workers 2011 only ,  NA,506.5,0.830110538,0.088571272,0.651815792,0.240582818,0.32915409,0.692971531,0.08085195,0.763551638,1.12192368,0.034007245,0.933766492,0.441168653,0.475175898,0.871990836,0.092505997,0.886642853,0.83639792,0.087498278,0.657365164,0.243600629,0.331098907,0.695424658,0.081660737,0.767888062,0.687252673,0.075752533,0.511999196,0.097747351,0.173499884,0.640764736,0.046734949,0.412546448
Blap,Blap_718,0,2,0,Workers 2011 only ,  NA,39.5,0.385383189,0.001327899,0.325936172,0.074520878,0.075848777,0.784664863,0.125273461,0.012872831,0.76817031,0.009439856,0.619238724,0.024853633,0.034293489,0.865097999,0.082811967,0.036708929,0.679468623,0.00895208,0.583425935,0.11588949,0.12484157,0.879892695,0.057399784,0.222962711,0.536384859,0.033081392,0.452885586,0.109750953,0.142832345,0.693231058,0.053074827,0.327754312
Blap,Blap_719,0,2,0,Workers 2011 only ,  NA,53,0.062697426,0.003657484,0.050298049,0.039940168,0.043597652,0.304864291,0.562421664,0,0.82247659,0.02040122,0.656354976,0.023501891,0.043903111,0.842998999,0.100502699,0.166839406,0.786833976,0.014426348,0.643623452,0.076899926,0.091326274,0.849648525,0.072668241,0.260830172,0.567198517,0.040357738,0.461244043,0.102821768,0.143179506,0.671291083,0.051753169,0.345451908
Blap,Blap_720,0,3,0,Workers 2011 only ,  NA,186,1.101472692,0.060754164,0.848007035,0.088877463,0.149631627,0.813358281,0.14365969,0.831701804,1.077191072,0.042157298,0.852376928,0.163943262,0.20610056,0.846118513,0.108467916,0.857125132,0.916279433,0.094223489,0.682111309,0.198030534,0.292254023,0.68295872,0.086552052,0.711542248,0.679508389,0.071676036,0.505802655,0.094915401,0.166591437,0.642071164,0.048040643,0.401737486
Blap,Blap_721,0,2,0,Workers 2011 only ,  NA,111.5,1.130089115,0.052838217,0.861990541,0.026834318,0.079672535,0.72178285,0.210369793,0.752473435,1.074256896,0.052562346,0.849319384,0.189733646,0.242295992,0.816892228,0.125633854,0.754594755,0.89943514,0.058243115,0.717160397,0.217553404,0.275796519,0.770644355,0.089282458,0.632127998,0.682834908,0.06551886,0.520445512,0.098512129,0.164030989,0.675988201,0.049076981,0.390870517
Blap,Blap_722,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_723,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_724,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_725,0,3,0,Workers 2011 only ,  NA,785.3333333,0.566142938,0.168395932,0.292107071,0.063800541,0.232196473,0.244868865,0.035616326,0.660613699,0.807552127,0.332782424,0.290943327,0.006357873,0.339140297,0,0.00471653,0.86745786,0.634879261,0.237668664,0.236197445,0.018956188,0.256624852,0.061503305,0.041891058,0.733102267,0.564575584,0.139820626,0.330332704,0.066973259,0.206793885,0.328281084,0.035722845,0.567450239
Blap,Blap_726,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_727,0,3,0,Workers 2011 only ,  NA,1208.666667,0.2259989,0.009791861,0.214275678,0.164143032,0.173934893,0.402179946,0.016308938,0.299243828,0.068927557,0.022819668,0.16457491,0.145844007,0.168663675,0.794432761,0.014258113,0.97422662,0.114796402,0.012336511,0.180505299,0.163050286,0.175386797,0.620470141,0.017786641,0.685979031,0.211937772,0.011583099,0.213691164,0.175566045,0.187149144,0.429033,0.016830935,0.415517372
Blap,Blap_728,0,3,0,Workers 2011 only ,  NA,703.3333333,0.677020671,0.014145282,0.675417122,0.65743492,0.671580202,0.695439725,0.052649985,0.119873004,0.869582259,0.015938049,0.844103633,0.825926814,0.841864863,0.876794913,0.065826446,0.015519512,0.769839079,0.014157515,0.806523898,0.791853074,0.806010589,0.826465461,0.057803999,0.038866542,0.574335154,0.015579644,0.583385377,0.562379722,0.577959366,0.658992686,0.062640458,0.16461708
Blap,Blap_729,0,2,0,Workers 2011 only ,  NA,180,0.945453633,0.02160828,0.88687561,0.884763318,0.906371598,0.906368998,0.073633512,0.018706401,0.852972326,0.012506003,0.814516919,0.810786636,0.823292639,0.902747788,0.070686283,0.050980777,0.653279046,0.006506579,0.659325336,0.651772995,0.658279574,0.906731405,0.0562806,0.070944443,0.410673242,0.010802416,0.477103586,0.467429141,0.478231557,0.665363483,0.057318477,0.115400536
Blap,Blap_730,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_731,0,4,0,Workers 2011 only ,  NA,733.5,0.634642846,0.026554066,0.360980399,0.305820312,0.332374378,0.655096214,0.148150717,0.108310175,0.802195331,0.011370738,0.66409099,0.631917381,0.643288119,0.744217181,0.080644641,0.018470906,0.680123378,0.027893789,0.411904744,0.369836662,0.397730451,0.616695333,0.152727228,0.109971632,0.532493299,0.017765198,0.317468858,0.280224936,0.297990134,0.679191759,0.102034745,0.110024601
Blap,Blap_732,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_733,0,6,0,Workers 2011 only ,  NA,375.1666667,0.967911638,0.047222047,0.75736149,0.115882717,0.163104764,0.810824132,0.104930239,0.641656915,1.0199394,0.038591761,0.791116498,0.016901702,0.055493463,0.850036672,0.105748554,0.812063166,0.942285649,0.053985114,0.73228578,0.162443929,0.216429043,0.784397897,0.078110599,0.556637572,0.665965946,0.066080325,0.503207469,0.096187754,0.162268079,0.655905858,0.053321184,0.386947662
Blap,Blap_734,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_735,0,2,0,Workers 2011 only ,  NA,756.5,0.295827593,0.015245527,0.291292018,0.0966542,0.111899727,0.74861622,0.048759585,0.162986338,0.466160524,0,0.393557804,0.028926456,0.028926456,0.939794497,0.017044214,0.01806318,0.307585904,0.007411361,0.307815176,0.078544239,0.0859556,0.835073443,0.029670823,0.077471689,0.385067457,0.018901194,0.338525914,0.10111372,0.120014914,0.649668124,0.057802303,0.2779557
Blap,Blap_736,0,2,0,Workers 2011 only ,  NA,18.5,0.841359891,0.073166057,0.286901486,0.042319804,0.115485861,0,0.722271047,0.722271047,0.107448672,0.012297937,0.135561547,0.101358898,0.113656835,0.764563329,0.065067765,0.260834587,0.294803034,0.026282744,0.233524095,0.077228342,0.103511086,0.695348326,0.082397389,0.156202703,0.403577589,0.017763091,0.263134873,0.081024705,0.098787796,0.643049133,0.087568964,0.183101764
Blap,Blap_737,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_738,0,2,0,Workers 2011 only ,  NA,790,0.393011735,0.012772035,0.386241778,0.136963548,0.149735583,0.821886244,0.051741959,0.180720409,0.405697022,0,0.485145343,0.168932247,0.168932247,0.914835501,0.011087953,0,0.316641788,0.007165966,0.388750857,0.164108453,0.171274419,0.890234301,0.029977656,0.052161818,0.452243366,0.015805343,0.403652516,0.117170591,0.132975934,0.755574748,0.057602685,0.264221112
Blap,Blap_739,0,2,0,Workers 2011 only ,  NA,21.5,0.628199288,0.139290308,0.14874215,0.034026632,0.17331694,0,0.99493077,0,0.620529905,0.057589612,0.309184668,0.182694336,0.240283948,0.166081472,0.432523549,0.111750146,0.685851422,0.035815804,0.341277883,0.233693226,0.26950903,0.421439706,0.223942905,0.169781782,0.527606861,0.019855784,0.297884126,0.249583939,0.269439723,0.675590672,0.10152046,0.126950074
Blap,Blap_740,0,2,0,Workers 2011 only ,  NA,8,0.628199288,0.139290308,0.14874215,0.034026632,0.17331694,0,0.99493077,0,0.629638641,0.056165827,0.318415476,0.201043716,0.257209543,0.189604684,0.418384171,0.114919747,0.693839551,0.036113212,0.350509745,0.243457465,0.279570677,0.423559834,0.224214902,0.166705817,0.528378396,0.019885935,0.298882253,0.25189209,0.271778025,0.678500611,0.102342837,0.127584399
Blap,Blap_741,0,2,0,Workers 2011 only ,  NA,1865.5,0.364399021,0.022920167,0.303244195,0.129399481,0.152319648,0.497235915,0.037532043,0.268641722,0.215016756,0.010795195,0.15384994,0.017558213,0.028353408,0.410358248,0.035017025,0.51191011,0.241807299,0.019784486,0.172622211,0.015855187,0.035639673,0.494107196,0.03269337,0.410078071,0.288740333,0.018653193,0.225454331,0.057952108,0.076605301,0.470275484,0.035798738,0.32071625
Blap,Blap_742,0,4,0,Workers 2011 only ,  NA,227.25,0.745575135,0.025527883,0.501606924,0.448635255,0.474163138,0.426121993,0.094780721,0.245972151,0.74583168,0.027492443,0.494938768,0.445618615,0.473111058,0.430509232,0.096227018,0.245260654,0.736894023,0.030893255,0.55624788,0.51137471,0.542267965,0.57328238,0.140387965,0.15401523,0.547167665,0.018507538,0.379715594,0.344473063,0.362980601,0.722325592,0.103134772,0.11643814
Blap,Blap_743,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_744,0,10,0,Workers 2011 only ,  NA,736.9,0.541346804,0.022573238,0.163259717,0.072202401,0.094775639,0.592828628,0.110944692,0.133964769,0.733542231,0.00000475,0.039547749,0.014569568,0.014574318,0.813981624,0.005635857,0.050499734,0.654180849,0.009544552,0.083734436,0.035964246,0.045508798,0.706168719,0.074010928,0.040764829,0.457302498,0.024538981,0.195620482,0.07739335,0.101932331,0.518520852,0.082909518,0.194237101
Blap,Blap_745,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_746,0,2,0,Workers 2011 only ,  NA,953.5,0.464539883,0.020298277,0.203508355,0.09391831,0.114216587,0.577754051,0.095673352,0.165806052,0.810051958,0.028155631,0.118729285,0.01300832,0.041163951,0.730025311,0.171808454,0.045302693,0.636727981,0.028123547,0.130712078,0.04956395,0.077687497,0.660429533,0.184461503,0.141694291,0.455069769,0.021074314,0.21149532,0.097734548,0.118808862,0.576531546,0.092086216,0.173570517
Blap,Blap_747,0,1,0,Workers 2011 only ,  NA,  NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blap,Blap_748,0,5,0,Workers 2011 only ,  NA,877.2,0.689750215,0.059037201,0.553963464,0.127729481,0.186766682,0.743309677,0.050577935,0.394871188,1.056181354,0.026421196,0.890203663,0.418532593,0.444953789,0.84347516,0.093976301,0.658513112,0.783347325,0.02388798,0.700336283,0.26849857,0.29238655,0.861988059,0.076160456,0.613246278,0.669164197,0.060784186,0.524015348,0.105765762,0.166549948,0.708117037,0.04359322,0.374723048
